Member_number,Recency,Frequency,Monetary,Category_Diversity,cluster_kmeans,cluster_gmm,cluster_agg,cluster_hier,R_quartile,F_quartile,M_quartile,RFM_Score,cluster_rfm,cluster_spark
2695,179,8,74.3,4,0,0,0,4,2,2,2,6,1,2
2696,119,11,76.0,6,2,0,1,2,3,3,3,9,2,3
2697,541,4,78.7,4,1,3,2,3,1,1,3,5,0,0
2698,340,8,61.8,5,1,2,0,4,1,2,2,5,0,0
2699,32,10,60.550000000000004,5,2,0,0,4,4,3,2,9,2,3
2700,45,9,114.88000000000001,5,2,1,1,2,4,2,3,9,2,3
2701,501,11,104.69,6,2,3,1,2,1,3,3,7,1,3
2702,217,9,69.3,4,0,3,0,4,2,2,2,6,1,2
2703,100,9,73.0,5,2,0,0,4,3,2,2,7,1,3
2704,42,6,39.8,5,0,0,0,4,4,1,1,6,1,2
2705,44,6,72.94,4,0,0,0,4,4,1,2,7,1,2
2706,88,23,260.9,7,3,1,3,1,3,4,4,11,3,1
2707,73,17,123.56,7,3,1,3,1,3,4,4,11,3,1
2708,316,6,79.5,3,1,3,2,3,1,1,3,5,0,0
2709,132,11,46.45,5,2,0,0,4,3,3,2,8,2,3
2710,77,4,19.5,3,0,0,0,4,3,1,1,5,0,2
2711,108,14,107.2,7,2,0,1,2,3,4,3,10,2,3
2712,95,13,67.54,6,2,0,1,2,3,3,2,8,2,3
2713,134,10,159.3,6,2,3,1,2,3,3,4,10,2,3
2714,290,2,36.7,2,1,2,2,3,1,1,1,3,0,0
2715,177,15,117.39999999999999,8,3,3,1,2,2,4,4,10,2,1
2716,98,16,192.1,7,3,1,3,1,3,4,4,11,3,1
2717,727,2,8.4,1,1,2,2,3,1,1,1,3,0,0
2718,201,20,170.72,7,3,3,3,1,2,4,4,10,2,1
2719,214,14,98.0,5,2,3,1,2,2,4,3,9,2,3
2720,552,2,14.9,2,1,2,2,3,1,1,1,3,0,0
2721,142,6,41.300000000000004,2,0,0,2,3,2,1,1,4,0,2
2722,412,4,22.1,3,1,2,2,3,1,1,1,3,0,0
2723,57,10,157.5,5,2,1,1,2,4,3,4,11,3,3
2724,244,6,81.2,3,0,3,2,3,2,1,3,6,1,2
2725,702,4,33.4,4,1,2,2,3,1,1,1,3,0,0
2726,395,8,69.92,4,1,3,0,4,1,2,2,5,0,0
2727,15,10,108.39999999999999,4,2,1,0,4,4,3,3,10,2,3
2728,32,5,50.4,2,0,0,2,3,4,1,2,7,1,2
2729,97,18,236.3,6,3,1,3,1,3,4,4,11,3,1
2730,50,11,107.11,7,2,1,1,2,4,3,3,10,2,3
2731,263,4,18.0,4,0,2,2,3,2,1,1,4,0,2
2732,272,10,68.9,6,2,2,0,4,2,3,2,7,1,3
2733,161,6,29.3,2,0,0,2,3,2,1,1,4,0,2
2734,275,3,29.14,3,1,2,2,3,2,1,1,4,0,0
2735,212,2,7.4,2,0,2,2,3,2,1,1,4,0,2
2736,4,23,267.4,7,3,1,3,1,4,4,4,12,3,1
2737,369,6,37.73,3,1,2,2,3,1,1,1,3,0,0
2738,51,21,220.0,6,3,1,3,1,4,4,4,12,3,1
2739,102,4,37.2,3,0,0,2,3,3,1,1,5,0,2
2740,181,4,53.800000000000004,3,0,0,2,3,2,1,2,5,0,2
2741,93,12,61.5,5,2,0,0,4,3,3,2,8,2,3
2742,81,9,49.849999999999994,4,0,0,0,4,3,2,2,7,1,2
2743,142,17,312.46,7,3,1,3,1,2,4,4,10,2,1
2744,225,8,69.5,6,2,2,1,2,2,2,2,6,1,3
2745,245,15,144.6,5,2,3,1,2,2,4,4,10,2,3
2746,215,15,167.14999999999998,9,3,3,1,2,2,4,4,10,2,1
2747,122,12,131.29999999999998,5,2,3,1,2,3,3,4,10,2,3
2748,637,2,20.400000000000002,2,1,2,2,3,1,1,1,3,0,0
2749,191,7,65.10000000000001,3,0,0,0,4,2,2,2,6,1,2
2750,107,8,62.95,4,0,0,0,4,3,2,2,7,1,2
2751,330,12,104.77,7,2,3,1,2,1,3,3,7,1,3
2752,81,2,24.700000000000003,1,0,0,2,3,3,1,1,5,0,2
2753,113,8,48.2,4,0,0,0,4,3,2,2,7,1,2
2754,242,10,82.1,7,2,2,1,2,2,3,3,8,2,3
2755,227,15,160.3,7,3,3,1,2,2,4,4,10,2,1
2756,37,10,97.89999999999999,5,2,0,1,2,4,3,3,10,2,3
2757,14,10,127.80000000000001,3,0,1,1,2,4,3,4,11,3,2
2758,41,20,212.9,8,3,1,3,1,4,4,4,12,3,1
2759,156,2,8.0,2,0,2,2,3,2,1,1,4,0,2
2760,144,23,135.4,8,3,3,3,1,2,4,4,10,2,1
2761,249,15,99.18,6,2,3,1,2,2,4,3,9,2,3
2762,12,9,82.35,6,2,0,1,2,4,2,3,9,2,3
2763,320,10,53.540000000000006,6,2,2,0,4,1,3,2,6,1,3
2764,2,13,92.75,5,2,1,1,2,4,3,3,10,2,3
2765,30,12,156.25,4,2,1,1,2,4,3,4,11,3,3
2766,133,7,75.2,6,2,0,0,4,3,2,3,8,2,3
2767,337,5,23.1,2,1,2,2,3,1,1,1,3,0,0
2768,363,7,52.1,4,1,2,0,4,1,2,2,5,0,0
2769,152,12,132.63,6,2,3,1,2,2,3,4,9,2,3
2770,168,5,37.5,3,0,2,2,3,2,1,1,4,0,2
2771,126,7,133.70000000000002,5,2,3,1,2,3,2,4,9,2,3
2772,26,16,237.2,7,3,1,3,1,4,4,4,12,3,1
2773,579,2,14.5,2,1,2,2,3,1,1,1,3,0,0
2774,63,7,27.96,5,0,0,0,4,3,2,1,6,1,2
2775,54,10,83.3,4,0,0,0,4,4,3,3,10,2,2
2776,595,4,25.14,3,1,2,2,3,1,1,1,3,0,0
2777,212,10,86.2,5,2,3,0,4,2,3,3,8,2,3
2778,549,9,37.59,4,1,3,2,3,1,2,1,4,0,0
2779,3,22,223.55,6,3,1,3,1,4,4,4,12,3,1
2780,80,6,66.2,3,0,0,0,4,3,1,2,6,1,2
2781,212,13,88.5,5,2,3,0,4,2,3,3,8,2,3
2782,204,9,70.7,4,0,3,0,4,2,2,2,6,1,2
2783,274,2,7.8,2,1,2,2,3,2,1,1,4,0,0
2784,47,13,133.95,6,2,1,1,2,4,3,4,11,3,3
2785,73,10,132.96,5,2,1,1,2,3,3,4,10,2,3
2786,280,7,71.30000000000001,5,2,2,0,4,2,2,2,6,1,2
2787,189,16,155.6,6,3,3,1,2,2,4,4,10,2,1
2788,118,9,36.6,4,0,0,0,4,3,2,1,6,1,2
2789,212,23,209.6,6,3,3,3,1,2,4,4,10,2,1
2790,0,8,80.5,4,0,0,0,4,4,2,3,9,2,2
2791,404,2,38.1,2,1,2,2,3,1,1,1,3,0,0
2792,67,15,92.9,6,2,1,1,2,3,4,3,10,2,3
2794,92,18,236.4,6,3,1,3,1,3,4,4,11,3,1
2795,238,12,74.0,6,2,3,1,2,2,3,2,7,1,3
2796,74,12,69.0,6,2,0,1,2,3,3,2,8,2,3
2797,109,5,50.7,3,0,0,2,3,3,1,2,6,1,2
2798,130,8,29.2,4,0,0,0,4,3,2,1,6,1,2
2799,111,21,161.70000000000002,8,3,3,3,1,3,4,4,11,3,1
2800,89,13,78.15,5,2,0,0,4,3,3,3,9,2,3
2801,446,8,22.35,5,1,2,0,4,1,2,1,4,0,0
2802,380,8,59.2,4,1,2,0,4,1,2,2,5,0,0
2803,430,11,96.62,6,2,3,1,2,1,3,3,7,1,3
2804,346,9,71.6,4,1,3,0,4,1,2,2,5,0,0
2805,122,11,77.85,6,2,0,1,2,3,3,3,9,2,3
2806,633,10,98.5,5,1,3,0,4,1,3,3,7,1,0
2807,180,11,63.2,5,2,3,0,4,2,3,2,7,1,3
2808,239,6,14.8,4,0,2,2,3,2,1,1,4,0,2
2809,264,6,69.35000000000001,3,0,3,2,3,2,1,2,5,0,2
2810,0,17,171.4,6,3,1,3,1,4,4,4,12,3,1
2811,310,20,305.71999999999997,6,3,3,3,1,1,4,4,9,2,1
2812,387,4,50.3,2,1,2,2,3,1,1,2,4,0,0
2813,44,16,110.2,6,2,1,1,2,4,4,3,11,3,3
2814,70,17,152.42000000000002,6,3,1,1,2,3,4,4,11,3,1
2815,111,8,101.8,3,0,0,0,4,3,2,3,8,2,2
2816,80,24,116.3,8,3,1,3,1,3,4,4,11,3,1
2817,8,10,98.80000000000001,6,2,1,1,2,4,3,3,10,2,3
2818,38,6,45.8,4,0,0,0,4,4,1,2,7,1,2
2820,401,2,24.2,2,1,2,2,3,1,1,1,3,0,0
2822,12,4,23.48,2,0,0,2,3,4,1,1,6,1,2
2823,439,5,63.300000000000004,4,1,2,0,4,1,1,2,4,0,0
2824,23,9,64.2,5,2,0,0,4,4,2,2,8,2,3
2825,1,10,129.9,6,2,1,1,2,4,3,4,11,3,3
2826,482,2,13.4,1,1,2,2,3,1,1,1,3,0,0
2827,60,8,49.22,5,0,0,0,4,3,2,2,7,1,2
2828,697,2,26.8,2,1,2,2,3,1,1,1,3,0,0
2829,11,10,71.9,5,2,0,0,4,4,3,2,9,2,3
2830,191,11,71.2,5,2,3,0,4,2,3,2,7,1,3
2831,358,9,52.2,5,1,2,0,4,1,2,2,5,0,0
2832,58,11,86.65,6,2,0,1,2,3,3,3,9,2,3
2833,138,4,52.3,2,0,0,2,3,3,1,2,6,1,2
2834,4,10,177.32,5,2,1,1,2,4,3,4,11,3,3
2835,82,19,148.52,7,3,1,3,1,3,4,4,11,3,1
2836,1,12,143.12,3,2,1,1,2,4,3,4,11,3,3
2837,102,11,56.45,7,2,0,1,2,3,3,2,8,2,3
2838,50,7,49.8,4,0,0,0,4,4,2,2,8,2,2
2839,60,8,180.3,5,2,1,1,2,3,2,4,9,2,3
2840,145,15,117.9,7,2,3,1,2,2,4,4,10,2,3
2841,10,2,9.0,2,0,0,2,3,4,1,1,6,1,2
2842,154,4,67.8,3,0,0,2,3,2,1,2,5,0,2
2843,16,9,55.300000000000004,6,2,0,0,4,4,2,2,8,2,3
2844,223,2,18.8,2,0,2,2,3,2,1,1,4,0,2
2845,90,4,31.900000000000002,3,0,0,2,3,3,1,1,5,0,2
2846,98,6,58.36,5,0,0,0,4,3,1,2,6,1,2
2847,37,13,167.0,6,3,1,3,1,4,3,4,11,3,1
2848,45,4,21.400000000000002,4,0,0,0,4,4,1,1,6,1,2
2849,36,11,133.35000000000002,7,2,1,1,2,4,3,4,11,3,3
2850,278,9,121.6,4,2,3,0,4,2,2,4,8,2,3
2851,105,29,277.40000000000003,6,3,1,3,1,3,4,4,11,3,1
2852,205,2,19.5,2,0,2,2,3,2,1,1,4,0,2
2853,408,5,26.9,4,1,2,2,3,1,1,1,3,0,0
2854,325,11,144.02,5,2,3,1,2,1,3,4,8,2,3
2855,52,23,215.0,9,3,1,3,1,4,4,4,12,3,1
2856,131,4,32.4,3,0,0,2,3,3,1,1,5,0,2
2857,256,15,177.8,5,3,3,1,2,2,4,4,10,2,1
2858,493,3,36.8,2,1,2,2,3,1,1,1,3,0,0
2859,322,4,46.900000000000006,3,1,2,2,3,1,1,2,4,0,0
2860,10,14,127.48,5,2,1,1,2,4,4,4,12,3,3
2861,28,12,70.55,3,0,1,0,4,4,3,2,9,2,2
2862,144,6,28.98,3,0,0,2,3,2,1,1,4,0,2
2863,541,7,113.0,5,1,3,0,4,1,2,3,6,1,0
2864,149,10,76.04,6,2,0,1,2,2,3,3,8,2,3
2865,56,8,86.8,6,2,1,0,4,4,2,3,9,2,3
2866,623,2,25.0,1,1,2,2,3,1,1,1,3,0,0
2867,7,15,98.22,6,2,1,1,2,4,4,3,11,3,3
2868,26,21,163.9,7,3,1,3,1,4,4,4,12,3,1
2869,20,14,117.1,5,2,1,1,2,4,4,4,12,3,3
2870,66,13,228.6,4,3,1,1,2,3,3,4,10,2,1
2871,10,8,77.25,4,0,0,0,4,4,2,3,9,2,2
2872,102,8,82.69,4,0,0,0,4,3,2,3,8,2,2
2873,118,16,105.0,7,2,3,3,1,3,4,3,10,2,3
2874,112,16,88.10000000000001,5,2,3,1,2,3,4,3,10,2,3
2875,59,7,57.400000000000006,5,0,0,0,4,3,2,2,7,1,2
2876,61,12,77.32000000000001,5,2,0,0,4,3,3,3,9,2,3
2877,264,6,75.5,4,0,3,0,4,2,1,3,6,1,2
2878,421,4,11.5,3,1,2,2,3,1,1,1,3,0,0
2879,2,13,100.7,7,2,0,1,2,4,3,3,10,2,3
2880,57,8,66.5,4,0,0,0,4,4,2,2,8,2,2
2881,577,4,28.65,4,1,2,2,3,1,1,1,3,0,0
2882,188,11,69.75,3,0,3,0,4,2,3,2,7,1,2
2883,79,10,85.7,6,2,0,1,2,3,3,3,9,2,3
2884,2,8,84.45,6,2,1,0,4,4,2,3,9,2,3
2885,41,14,116.0,7,2,1,1,2,4,4,4,12,3,3
2886,383,4,41.4,3,1,2,2,3,1,1,1,3,0,0
2887,347,4,31.1,3,1,2,2,3,1,1,1,3,0,0
2888,10,9,35.900000000000006,4,0,0,0,4,4,2,1,7,1,2
2889,344,2,11.100000000000001,2,1,2,2,3,1,1,1,3,0,0
2890,248,6,51.86,5,0,2,0,4,2,1,2,5,0,2
2891,181,5,54.15,3,0,0,2,3,2,1,2,5,0,2
2892,405,5,38.0,3,1,2,2,3,1,1,1,3,0,0
2893,18,11,101.1,7,2,1,1,2,4,3,3,10,2,3
2894,291,2,16.0,2,1,2,2,3,1,1,1,3,0,0
2895,138,3,36.3,3,0,0,2,3,3,1,1,5,0,2
2897,337,6,96.60000000000001,4,1,3,0,4,1,1,3,5,0,0
2898,525,7,19.700000000000003,4,1,2,2,3,1,2,1,4,0,0
2899,36,11,59.6,4,0,0,0,4,4,3,2,9,2,2
2900,263,12,72.72,6,2,3,1,2,2,3,2,7,1,3
2901,508,8,96.15,4,1,3,0,4,1,2,3,6,1,0
2902,136,7,76.69999999999999,4,0,0,0,4,3,2,3,8,2,2
2903,144,12,54.4,5,2,3,0,4,2,3,2,7,1,3
2904,104,10,65.8,4,0,0,0,4,3,3,2,8,2,2
2905,69,6,85.8,4,0,0,0,4,3,1,3,7,1,2
2906,175,11,94.35000000000001,4,2,3,0,4,2,3,3,8,2,3
2907,376,17,124.05,6,2,3,1,2,1,4,4,9,2,3
2908,290,8,53.199999999999996,5,0,2,0,4,1,2,2,5,0,2
2909,236,11,105.7,6,2,3,1,2,2,3,3,8,2,3
2910,26,15,95.8,6,2,1,1,2,4,4,3,11,3,3
2911,169,4,10.850000000000001,3,0,2,2,3,2,1,1,4,0,2
2912,336,11,61.79,6,2,3,0,4,1,3,2,6,1,3
2913,179,4,40.03,4,0,2,2,3,2,1,1,4,0,2
2914,30,9,67.10000000000001,4,0,0,0,4,4,2,2,8,2,2
2915,421,4,85.8,2,1,3,2,3,1,1,3,5,0,0
2916,200,15,99.39000000000001,7,2,3,1,2,2,4,3,9,2,3
2917,582,6,65.7,4,1,2,2,3,1,1,2,4,0,0
2918,19,21,252.6,6,3,1,3,1,4,4,4,12,3,1
2919,183,4,32.5,4,0,2,2,3,2,1,1,4,0,2
2920,80,11,60.3,5,2,0,0,4,3,3,2,8,2,3
2921,398,9,70.4,6,2,2,0,4,1,2,2,5,0,3
2922,4,6,46.7,3,0,0,0,4,4,1,2,7,1,2
2923,423,5,67.60000000000001,4,1,2,0,4,1,1,2,4,0,0
2924,41,11,63.16,6,2,0,1,2,4,3,2,9,2,3
2925,19,16,111.8,7,3,1,1,2,4,4,3,11,3,1
2926,52,7,34.15,5,0,0,0,4,4,2,1,7,1,2
2927,330,10,60.36,5,2,3,0,4,1,3,2,6,1,3
2928,99,9,164.0,3,2,1,1,2,3,2,4,9,2,3
2929,434,4,68.7,3,1,2,2,3,1,1,2,4,0,0
2930,282,14,82.5,6,2,3,1,2,1,4,3,8,2,3
2931,543,3,27.700000000000003,2,1,2,2,3,1,1,1,3,0,0
2932,285,17,88.5,7,2,3,1,2,1,4,3,8,2,3
2933,268,8,56.800000000000004,5,2,2,0,4,2,2,2,6,1,2
2934,108,9,58.5,4,0,0,0,4,3,2,2,7,1,2
2935,355,10,62.7,6,2,2,0,4,1,3,2,6,1,3
2936,205,5,58.39999999999999,2,0,0,2,3,2,1,2,5,0,2
2937,152,17,102.16,5,2,3,1,2,2,4,3,9,2,3
2938,188,7,88.8,4,0,3,0,4,2,2,3,7,1,2
2939,149,8,55.800000000000004,4,0,0,0,4,2,2,2,6,1,2
2940,53,11,74.2,5,2,0,0,4,4,3,2,9,2,3
2941,88,12,45.300000000000004,4,0,3,0,4,3,3,2,8,2,2
2942,332,12,79.35000000000001,5,2,3,0,4,1,3,3,7,1,3
2943,193,8,54.230000000000004,5,0,2,0,4,2,2,2,6,1,2
2944,332,14,135.3,8,3,3,1,2,1,4,4,9,2,1
2945,164,5,60.8,3,0,0,2,3,2,1,2,5,0,2
2946,56,18,162.74,7,3,1,3,1,4,4,4,12,3,1
2947,167,7,93.1,3,0,0,0,4,2,2,3,7,1,2
2948,194,10,80.24,4,0,3,0,4,2,3,3,8,2,2
2949,577,5,40.260000000000005,3,1,2,2,3,1,1,1,3,0,0
2950,81,15,125.34,8,3,0,3,1,3,4,4,11,3,1
2951,8,7,37.65,4,0,0,0,4,4,2,1,7,1,2
2952,35,15,149.36,7,3,1,1,2,4,4,4,12,3,1
2953,360,3,14.6,3,1,2,2,3,1,1,1,3,0,0
2954,208,7,29.5,3,0,3,2,3,2,2,1,5,0,2
2955,207,15,69.4,6,2,3,1,2,2,4,2,8,2,3
2956,28,11,60.8,5,2,0,0,4,4,3,2,9,2,3
2957,33,19,153.56,7,3,1,3,1,4,4,4,12,3,1
2958,199,10,76.4,5,2,3,0,4,2,3,3,8,2,3
2960,11,26,242.84,8,3,1,3,1,4,4,4,12,3,1
2961,44,20,153.36,8,3,1,3,1,4,4,4,12,3,1
2962,248,9,43.45,3,0,3,0,4,2,2,1,5,0,2
2963,582,4,13.2,3,1,2,2,3,1,1,1,3,0,0
2964,141,12,140.2,6,2,3,1,2,3,3,4,10,2,3
2965,571,6,59.45,5,1,2,2,3,1,1,2,4,0,0
2966,399,6,31.7,4,1,2,2,3,1,1,1,3,0,0
2967,327,6,38.65,5,1,2,0,4,1,1,1,3,0,0
2968,74,2,12.64,2,0,0,2,3,3,1,1,5,0,2
2969,22,8,73.7,5,2,0,0,4,4,2,2,8,2,3
2970,0,7,33.6,4,0,0,0,4,4,2,1,7,1,2
2971,337,7,91.62,4,1,3,0,4,1,2,3,6,1,0
2972,223,10,87.9,5,2,3,0,4,2,3,3,8,2,3
2973,382,12,81.60000000000001,7,2,3,1,2,1,3,3,7,1,3
2974,4,9,77.7,5,2,0,0,4,4,2,3,9,2,3
2975,67,13,89.4,6,2,0,1,2,3,3,3,9,2,3
2976,211,5,28.21,4,0,2,2,3,2,1,1,4,0,2
2977,44,12,71.5,4,2,1,0,4,4,3,2,9,2,3
2978,35,19,133.3,8,3,1,3,1,4,4,4,12,3,1
2979,143,10,76.85000000000001,5,2,0,0,4,2,3,3,8,2,3
2980,247,7,70.96000000000001,4,0,2,0,4,2,2,2,6,1,2
2981,27,9,43.800000000000004,4,0,0,0,4,4,2,1,7,1,2
2982,188,12,95.89999999999999,6,2,3,1,2,2,3,3,8,2,3
2983,110,4,66.0,4,0,0,0,4,3,1,2,6,1,2
2984,309,11,49.400000000000006,6,2,3,0,4,1,3,2,6,1,3
2985,215,6,21.5,3,0,2,2,3,2,1,1,4,0,2
2986,225,17,95.10000000000001,6,2,3,1,2,2,4,3,9,2,3
2987,623,2,20.6,1,1,2,2,3,1,1,1,3,0,0
2988,77,2,10.200000000000001,2,0,0,2,3,3,1,1,5,0,2
2989,334,12,84.7,5,2,3,0,4,1,3,3,7,1,3
2990,140,24,303.61,5,3,1,3,1,3,4,4,11,3,1
2991,317,12,111.78,6,2,3,0,4,1,3,3,7,1,3
2992,51,3,15.6,3,0,0,0,4,4,1,1,6,1,2
2993,239,15,296.96,6,3,3,3,1,2,4,4,10,2,1
2994,536,6,58.7,2,1,2,2,3,1,1,2,4,0,0
2995,315,5,35.589999999999996,4,1,2,2,3,1,1,1,3,0,0
2996,95,14,187.8,6,3,1,3,1,3,4,4,11,3,1
2997,0,16,144.87,5,3,1,1,2,4,4,4,12,3,1
2998,169,5,18.6,5,0,2,0,4,2,1,1,4,0,2
2999,149,8,76.3,5,2,0,0,4,2,2,3,7,1,3
3000,495,2,15.399999999999999,2,1,2,2,3,1,1,1,3,0,0
3001,6,4,25.2,3,0,0,0,4,4,1,1,6,1,2
3002,139,17,141.6,8,3,3,3,1,3,4,4,11,3,1
3003,601,6,46.04,4,1,2,2,3,1,1,2,4,0,0
3004,323,4,30.35,3,1,2,2,3,1,1,1,3,0,0
3005,171,11,99.1,6,2,0,1,2,2,3,3,8,2,3
3006,3,7,59.300000000000004,4,0,0,0,4,4,2,2,8,2,2
3007,393,4,10.7,4,1,2,2,3,1,1,1,3,0,0
3008,539,5,27.3,3,1,2,2,3,1,1,1,3,0,0
3009,138,14,78.1,7,2,0,1,2,3,4,3,10,2,3
3010,138,11,65.44,5,2,0,0,4,3,3,2,8,2,3
3011,191,11,45.7,6,2,3,1,2,2,3,2,7,1,3
3012,101,6,27.900000000000002,3,0,0,2,3,3,1,1,5,0,2
3013,131,13,82.3,7,2,0,1,2,3,3,3,9,2,3
3014,49,17,256.0,7,3,1,3,1,4,4,4,12,3,1
3015,81,10,79.3,4,0,0,0,4,3,3,3,9,2,2
3016,29,7,40.0,4,0,0,0,4,4,2,1,7,1,2
3017,93,6,70.8,3,0,0,0,4,3,1,2,6,1,2
3018,186,6,28.8,3,0,2,2,3,2,1,1,4,0,2
3019,11,5,31.4,4,0,0,0,4,4,1,1,6,1,2
3020,125,8,61.3,6,2,0,0,4,3,2,2,7,1,3
3021,334,10,58.300000000000004,4,1,3,0,4,1,3,2,6,1,0
3022,45,9,96.4,4,0,1,0,4,4,2,3,9,2,2
3023,155,9,68.8,4,0,0,0,4,2,2,2,6,1,2
3024,372,5,54.199999999999996,5,1,2,0,4,1,1,2,4,0,0
3025,72,11,131.0,4,2,1,1,2,3,3,4,10,2,3
3026,340,15,54.85,7,2,3,1,2,1,4,2,7,1,3
3027,106,9,74.89999999999999,5,2,0,0,4,3,2,2,7,1,3
3028,204,15,178.20000000000002,5,3,3,1,2,2,4,4,10,2,1
3029,213,6,89.36,6,2,3,1,2,2,1,3,6,1,3
3030,381,10,101.4,5,2,3,0,4,1,3,3,7,1,3
3031,12,15,187.8,4,3,1,1,2,4,4,4,12,3,1
3032,208,4,24.55,3,0,2,2,3,2,1,1,4,0,2
3033,461,8,75.0,6,1,2,0,4,1,2,3,6,1,0
3034,222,10,73.5,5,2,3,0,4,2,3,2,7,1,3
3035,31,13,74.9,7,2,0,1,2,4,3,2,9,2,3
3036,103,17,85.94,6,2,3,1,2,3,4,3,10,2,3
3037,310,5,21.099999999999998,4,1,2,2,3,1,1,1,3,0,0
3038,353,12,76.30000000000001,6,2,3,0,4,1,3,3,7,1,3
3039,32,10,40.95,6,2,0,0,4,4,3,1,8,2,3
3040,445,4,54.4,3,1,2,2,3,1,1,2,4,0,0
3041,106,14,123.49000000000001,7,2,0,1,2,3,4,4,11,3,3
3042,3,22,123.10000000000001,8,3,1,3,1,4,4,4,12,3,1
3043,359,2,41.4,2,1,2,2,3,1,1,1,3,0,0
3044,92,19,120.62,8,3,3,3,1,3,4,4,11,3,1
3045,279,11,143.15,7,2,3,1,2,2,3,4,9,2,3
3046,42,23,163.8,7,3,1,3,1,4,4,4,12,3,1
3047,114,5,28.3,3,0,0,2,3,3,1,1,5,0,2
3048,20,19,234.0,6,3,1,3,1,4,4,4,12,3,1
3049,328,4,82.9,3,1,3,2,3,1,1,3,5,0,0
3050,15,33,222.7,7,3,1,3,1,4,4,4,12,3,1
3051,31,15,105.60000000000001,7,2,1,1,2,4,4,3,11,3,3
3052,179,5,22.049999999999997,4,0,2,2,3,2,1,1,4,0,2
3053,5,9,82.2,5,2,0,0,4,4,2,3,9,2,3
3054,185,18,123.6,7,3,3,3,1,2,4,4,10,2,1
3055,134,7,59.400000000000006,4,0,0,0,4,3,2,2,7,1,2
3056,137,4,33.4,2,0,0,2,3,3,1,1,5,0,2
3057,532,5,35.1,4,1,2,2,3,1,1,1,3,0,0
3058,156,8,72.4,4,0,0,0,4,2,2,2,6,1,2
3059,382,9,86.53999999999999,7,2,3,1,2,1,2,3,6,1,3
3060,178,7,45.4,3,0,0,2,3,2,2,2,6,1,2
3061,25,8,42.35,5,0,0,0,4,4,2,1,7,1,2
3062,151,11,98.82,6,2,0,1,2,2,3,3,8,2,3
3063,2,10,78.2,5,2,0,0,4,4,3,3,10,2,3
3064,362,4,16.400000000000002,3,1,2,2,3,1,1,1,3,0,0
3065,367,7,46.95,3,1,2,2,3,1,2,2,5,0,0
3066,24,12,72.0,4,2,1,0,4,4,3,2,9,2,3
3067,33,10,118.08,6,2,1,1,2,4,3,4,11,3,3
3068,194,7,54.1,5,0,2,0,4,2,2,2,6,1,2
3069,265,6,30.8,5,0,2,0,4,2,1,1,4,0,2
3071,200,15,143.85,8,3,3,1,2,2,4,4,10,2,1
3072,205,17,144.65,6,3,3,1,2,2,4,4,10,2,1
3073,347,5,30.0,5,1,2,0,4,1,1,1,3,0,0
3074,261,5,40.14,4,0,2,2,3,2,1,1,4,0,2
3075,76,6,40.2,5,0,0,0,4,3,1,1,5,0,2
3076,22,4,45.7,3,0,0,0,4,4,1,2,7,1,2
3077,121,17,148.01,7,3,3,3,1,3,4,4,11,3,1
3078,120,5,27.299999999999997,5,0,0,0,4,3,1,1,5,0,2
3079,295,9,85.10000000000001,5,2,3,0,4,1,2,3,6,1,3
3080,683,2,7.8500000000000005,2,1,2,2,3,1,1,1,3,0,0
3081,463,15,128.03,6,2,3,1,2,1,4,4,9,2,3
3082,96,26,156.15,6,3,1,3,1,3,4,4,11,3,1
3083,467,10,92.95,5,1,3,0,4,1,3,3,7,1,0
3084,65,14,84.5,5,2,1,1,2,3,4,3,10,2,3
3085,172,4,36.2,4,0,2,2,3,2,1,1,4,0,2
3086,270,12,61.74,5,2,3,0,4,2,3,2,7,1,3
3087,368,6,18.400000000000002,5,1,2,0,4,1,1,1,3,0,0
3088,27,8,62.800000000000004,6,2,0,0,4,4,2,2,8,2,3
3089,74,11,94.5,5,2,0,1,2,3,3,3,9,2,3
3090,56,22,145.22,8,3,1,3,1,4,4,4,12,3,1
3092,6,6,39.0,3,0,0,0,4,4,1,1,6,1,2
3093,292,2,7.32,2,1,2,2,3,1,1,1,3,0,0
3094,85,17,105.45,4,2,1,1,2,3,4,3,10,2,3
3095,78,16,114.0,6,2,1,1,2,3,4,3,10,2,3
3096,130,7,48.300000000000004,6,2,2,0,4,3,2,2,7,1,3
3097,142,2,12.4,2,0,0,2,3,2,1,1,4,0,2
3098,117,4,11.4,3,0,0,0,4,3,1,1,5,0,2
3099,165,12,97.6,5,2,3,0,4,2,3,3,8,2,3
3100,221,12,95.1,6,2,3,1,2,2,3,3,8,2,3
3101,13,14,144.1,7,3,1,1,2,4,4,4,12,3,1
3102,26,8,139.22,4,2,1,1,2,4,2,4,10,2,3
3103,385,4,13.8,4,1,2,2,3,1,1,1,3,0,0
3104,209,18,92.14999999999999,6,2,3,1,2,2,4,3,9,2,3
3105,627,2,14.2,1,1,2,2,3,1,1,1,3,0,0
3106,598,8,75.54,6,1,2,0,4,1,2,3,6,1,0
3107,44,14,101.7,7,2,0,1,2,4,4,3,11,3,3
3108,645,4,13.850000000000001,3,1,2,2,3,1,1,1,3,0,0
3109,184,9,92.39999999999999,4,0,3,0,4,2,2,3,7,1,2
3110,525,6,58.4,4,1,2,2,3,1,1,2,4,0,0
3111,7,16,113.7,7,3,1,1,2,4,4,3,11,3,1
